"","X.x","lab_number","sample_code","year.x","site.x","plot.x","top","bottom","pH","bray_p","olsen_p","total_carbon","inorganic_carbon","total_p","lead","bulk_density","ksat","k","loi_om","depth_increment_height","dry_mass","radius","bd_pred","bd_meas","bd_comp","code","X.y","year.y","site.y","plot.y","ksat_1","ksat_2","ksat_3","ksat_4","ksat_5","ksat_avg","site_type","land_use","land_use_detail"
"1",1,1,"18.001.0-10",2018,1,1,0,10,7.2,42,NA,2.928,NA,737,83,1.12137469200711,NA,NA,5.942781918,10,38.84,1.05,1.33527414189431,1.12137469200711,1.12137469200711,"201811",1,2018,1,1,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Garden_non_food_producing","Garden_non_food_producing"
"2",2,2,"18.001.10-20",2018,1,1,10,20,7.6,43,19,0.862,1.3,408,183,1.39594403600783,NA,NA,2.157378618,10,48.35,1.05,1.41470678569869,1.39594403600783,1.39594403600783,"201811",1,2018,1,1,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Garden_non_food_producing","Garden_non_food_producing"
"3",3,3,"18.001.20-40",2018,1,1,20,40,8,44,18,0.893,1.5,281,27,0.996216110908998,NA,NA,1.678583266,20,69.01,1.05,1.41347796122803,0.996216110908998,0.996216110908998,"201811",1,2018,1,1,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Garden_non_food_producing","Garden_non_food_producing"
"4",4,4,"18.001.40-60",2018,1,1,40,60,8,50,23,0.845,2.2,408,61,1.11487857188091,NA,NA,2.123556663,20,77.23,1.05,1.41538114519689,1.11487857188091,1.11487857188091,"201811",1,2018,1,1,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Garden_non_food_producing","Garden_non_food_producing"
"5",5,5,"18.001.60-80",2018,1,1,60,80,7.9,65,22,0.893,1.5,599,60,1.59501402831959,NA,NA,2.014448098,20,110.49,1.05,1.41347796122803,1.59501402831959,1.59501402831959,"201811",1,2018,1,1,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Garden_non_food_producing","Garden_non_food_producing"
"6",6,6,"18.001.80-100",2018,1,1,80,100,7.9,51,21,0.741,0.8,453,34,0.686712076451833,NA,NA,1.137868458,20,47.57,1.05,1.41951417605676,0.686712076451833,0.686712076451833,"201811",1,2018,1,1,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Garden_non_food_producing","Garden_non_food_producing"
"7",7,7,"18.002.0-10",2018,2,2,0,10,6.1,278,NA,8.254,NA,1808,42,0.636619772367581,NA,NA,15.86622642,10,22.05,1.05,1.15193835607365,0.636619772367581,0.636619772367581,"201822",2,2018,2,2,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"8",8,8,"18.002.10-20",2018,2,2,10,20,6.7,130,NA,4.729,NA,974,49,0.923603923720586,NA,NA,11.37026239,10,31.99,1.05,1.2699557027654,0.923603923720586,0.923603923720586,"201822",2,2018,2,2,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"9",9,9,"18.002.20-40",2018,2,2,20,40,6.9,127,NA,2.008,NA,833,58,1.02956286089016,NA,NA,5.088357227,20,71.32,1.05,1.37003525068072,1.02956286089016,1.02956286089016,"201822",2,2018,2,2,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"10",10,10,"18.002.40-60",2018,2,2,40,60,7.4,56,NA,0.641,0.3,336,26,1.40604911175969,NA,NA,2.857814889,20,97.4,1.05,1.42350049040108,1.40604911175969,1.40604911175969,"201822",2,2018,2,2,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"11",11,11,"18.002.60-80",2018,2,2,60,80,7.6,NA,44,0.762,0.6,381,18,1.49872709222681,NA,NA,2.599523965,20,103.82,1.05,1.41867857669078,1.49872709222681,1.49872709222681,"201822",2,2018,2,2,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"12",12,12,"18.002.80-100",2018,2,2,80,100,7.4,63,NA,0.827,0.9,379,40,1.07763414982404,NA,NA,NA,20,74.65,1.05,1.41609554992672,1.07763414982404,1.07763414982404,"201822",2,2018,2,2,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"13",13,13,"18.003.0-10",2018,3,3,0,10,NA,NA,NA,NA,NA,NA,28,0.271104746600072,NA,NA,30.8883293,10,9.39,1.05,NA,0.271104746600072,0.271104746600072,"201833",3,2018,3,3,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"14",14,14,"18.003.10-20",2018,3,3,10,20,6.5,182,NA,6.43,NA,1666,32,0.847671497356562,NA,NA,13.89697568,10,29.36,1.05,1.21143874705028,0.847671497356562,0.847671497356562,"201833",3,2018,3,3,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"15",15,15,"18.003.20-40",2018,3,3,20,40,6.3,329,NA,11.21,NA,2391,30,0.317732453283684,NA,NA,16.63141002,20,22.01,1.05,1.06219994035249,0.317732453283684,0.317732453283684,"201833",3,2018,3,3,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"16",16,16,"18.003.40-60",2018,3,3,40,60,6.7,145,NA,1.92,NA,1931,10,1.22747798740171,NA,NA,5.075337034,20,85.03,1.05,1.3734110551942,1.22747798740171,1.22747798740171,"201833",3,2018,3,3,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"17",17,17,"18.003.60-80",2018,3,3,60,80,6.3,215,NA,3.543,NA,1266,29,0.705334287480273,NA,NA,8.526983367,20,48.86,1.05,1.31256929403605,0.705334287480273,0.705334287480273,"201833",3,2018,3,3,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"18",18,18,"18.003.80-100",2018,3,3,80,100,6.7,213,NA,1.881,NA,882,36,2.48281711223357,NA,NA,4.632337796,20,171.99,1.05,1.37491001849885,2.48281711223357,2.48281711223357,"201833",3,2018,3,3,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"19",19,19,"18.004.0-10",2018,4,4,0,10,NA,NA,NA,NA,NA,NA,84,0.390055924022042,NA,NA,2.355808286,10,13.51,1.05,NA,0.390055924022042,0.390055924022042,"201844",4,2018,4,4,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"20",20,20,"18.004.10-20",2018,4,4,10,20,NA,NA,NA,NA,NA,NA,67,0.44375718373196,NA,NA,3.575806686,10,15.37,1.05,NA,0.44375718373196,0.44375718373196,"201844",4,2018,4,4,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"21",21,21,"18.004.20-40",2018,4,4,20,40,8.1,10,2,1.984,2.8,384,100,0.392221297397442,NA,NA,2.699700266,20,27.17,1.05,1.37095503611173,0.392221297397442,0.392221297397442,"201844",4,2018,4,4,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"22",22,22,"18.004.40-60",2018,4,4,40,60,NA,NA,NA,NA,NA,NA,59,0.232416742292927,NA,NA,2.431828891,20,16.1,1.05,NA,0.232416742292927,0.232416742292927,"201844",4,2018,4,4,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"23",23,23,"18.004.60-80",2018,4,4,60,80,NA,NA,NA,NA,NA,NA,107,0.208597635163527,NA,NA,2.372328146,20,14.45,1.05,NA,0.208597635163527,0.208597635163527,"201844",4,2018,4,4,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"24",24,24,"18.004.80-100",2018,4,4,80,100,NA,NA,NA,NA,NA,NA,35,0.23530390679346,NA,NA,1.223214286,20,16.3,1.05,NA,0.23530390679346,0.23530390679346,"201844",4,2018,4,4,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"25",25,25,"18.005.0-10",2018,5,5,0,10,6.8,37,NA,2.326,NA,391,81,1.27208467893495,NA,NA,4.95383699,10,44.06,1.05,1.35791074947217,1.27208467893495,1.27208467893495,"201855",5,2018,5,5,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"26",26,26,"18.005.10-20",2018,5,5,10,20,7.6,29,10,1.163,1.2,376,46,1.73114383451974,NA,NA,2.673337376,10,59.96,1.05,1.40282374548999,1.73114383451974,1.73114383451974,"201855",5,2018,5,5,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"27",27,27,"18.005.20-40",2018,5,5,20,40,7.7,23,8,1.014,1.5,281,48,1.19716276014611,NA,NA,1.983394834,20,82.93,1.05,1.40869256263139,1.19716276014611,1.19716276014611,"201855",5,2018,5,5,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"28",28,28,"18.005.40-60",2018,5,5,40,60,7.8,23,6,0.624,0.9,227,31,1.27367261941024,NA,NA,1.865558585,20,88.23,1.05,1.42417936050069,1.27367261941024,1.27367261941024,"201855",5,2018,5,5,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"29",29,29,"18.005.60-80",2018,5,5,60,80,7.6,38,15,0.491,0.3,382,17,1.6871145758866,NA,NA,2.525812572,20,116.87,1.05,1.42950255361324,1.6871145758866,1.6871145758866,"201855",5,2018,5,5,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"30",30,30,"18.005.80-100",2018,5,5,80,100,7.8,22,8,0.453,0.8,372,8,1.67383361918415,NA,NA,1.810336741,20,115.95,1.05,1.4310273926417,1.67383361918415,1.67383361918415,"201855",5,2018,5,5,2.016480013,4.855251273,3.716060983,NA,NA,3.52926409,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"31",31,31,"18.006.0-10",2018,6,6,0,10,6.5,154,NA,7.061,NA,1468,50,0.996071752683971,NA,NA,14.65731463,10,34.5,1.05,1.19048360800621,0.996071752683971,0.996071752683971,"201866",6,2018,6,6,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"32",32,32,"18.006.10-20",2018,6,6,10,20,6.6,135,NA,6.264,NA,1105,39,1.04861814659368,NA,NA,12.02948732,10,36.32,1.05,1.21701809835224,1.04861814659368,1.04861814659368,"201866",6,2018,6,6,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"33",33,33,"18.006.20-40",2018,6,6,20,40,6.6,181,NA,5.271,NA,1063,32,0.506986086293639,NA,NA,13.25253095,20,35.12,1.05,1.25098315690381,0.506986086293639,0.506986086293639,"201866",6,2018,6,6,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"34",34,34,"18.006.40-60",2018,6,6,40,60,6.8,155,NA,2.764,NA,756,41,0.79238229717135,NA,NA,8.710248997,20,54.89,1.05,1.34140024318712,0.79238229717135,0.79238229717135,"201866",6,2018,6,6,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"35",35,35,"18.006.60-80",2018,6,6,60,80,6.8,99,NA,2.168,NA,631,20,1.24754378068042,NA,NA,7.493488279,20,86.42,1.05,1.36392033550865,1.24754378068042,1.24754378068042,"201866",6,2018,6,6,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"36",36,36,"18.006.80-100",2018,6,6,80,100,7,108,NA,1.757,NA,484,71,1.8495175790416,NA,NA,6.206587497,20,128.12,1.05,1.37968768680456,1.8495175790416,1.8495175790416,"201866",6,2018,6,6,13.65505018,6.284257812,38.00381435,NA,NA,19.31437411,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"37",37,37,"18.007.0-10",2018,7,7,0,10,6.4,61,NA,2.851,NA,636,115,1.18373744521863,NA,NA,8.039132284,10,41,1.05,1.33814664717156,1.18373744521863,1.18373744521863,"201877",7,2018,7,7,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"38",38,38,"18.007.10-20",2018,7,7,10,20,6.7,44,NA,1.24,NA,454,73,1.35408015075009,NA,NA,5.758640453,10,46.9,1.05,1.39980118908054,1.35408015075009,1.35408015075009,"201877",7,2018,7,7,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"39",39,39,"18.007.20-40",2018,7,7,20,40,6.9,64,NA,2.248,NA,581,131,1.18720204261927,NA,NA,7.537907462,20,82.24,1.05,1.36087392749217,1.18720204261927,1.18720204261927,"201877",7,2018,7,7,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"40",40,40,"18.007.40-60",2018,7,7,40,60,7.1,65,NA,1.51,NA,559,59,1.50161425672734,NA,NA,6.91141261,20,104.02,1.05,1.38925791184727,1.50161425672734,1.50161425672734,"201877",7,2018,7,7,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"41",41,41,"18.007.60-80",2018,7,7,60,80,6.5,63,NA,1.594,NA,536,26,0.534125432598651,NA,NA,7.253455525,20,37,1.05,1.38599525587554,0.534125432598651,0.534125432598651,"201877",7,2018,7,7,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"42",42,42,"18.007.80-100",2018,7,7,80,100,7.2,54,NA,1.384,NA,503,198,0.89920738369108,NA,NA,5.590384268,20,62.29,1.05,1.39416742282129,0.89920738369108,0.89920738369108,"201877",7,2018,7,7,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"43",43,43,"18.008.0-10",2018,8,8,0,10,5.6,30,NA,3.772,NA,647,92,1.72565822196872,NA,NA,10.00432207,10,59.77,1.05,1.30422200977083,1.72565822196872,1.72565822196872,"201888",8,2018,8,8,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"44",44,44,"18.008.10-20",2018,8,8,10,20,6,23,NA,1.483,NA,454,45,1.22704491272663,NA,NA,6.748880606,10,42.5,1.05,1.39030837961677,1.22704491272663,1.22704491272663,"201888",8,2018,8,8,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"45",45,45,"18.008.20-40",2018,8,8,20,40,5.6,14,NA,0.725,NA,365,14,0.514348355769998,NA,NA,5.110797119,20,35.63,1.05,1.42015117856912,0.514348355769998,0.514348355769998,"201888",8,2018,8,8,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"46",46,46,"18.008.40-60",2018,8,8,40,60,6.6,17,NA,0.475,NA,329,13,0.973118794904731,NA,NA,3.494961409,20,67.41,1.05,1.43014437806818,0.973118794904731,0.973118794904731,"201888",8,2018,8,8,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"47",47,47,"18.008.60-80",2018,8,8,60,80,6.4,10,NA,0.313,NA,185,11,1.33473614859652,NA,NA,0.8825326977,20,92.46,1.05,1.43666032684472,1.33473614859652,1.33473614859652,"201888",8,2018,8,8,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"48",48,48,"18.008.80-100",2018,8,8,80,100,6,43,NA,2.657,NA,375,84,0.4732062616374,NA,NA,NA,20,32.78,1.05,1.34541351857118,0.4732062616374,0.4732062616374,"201888",8,2018,8,8,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"49",49,49,"18.009.0-10",2018,9,9,0,10,6.1,70,NA,3.265,NA,745,87,1.30846295164167,NA,NA,9.654491609,10,45.32,1.05,1.32278047312814,1.30846295164167,1.30846295164167,"201899",9,2018,9,9,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"50",50,50,"18.009.10-20",2018,9,9,10,20,6.1,47,NA,1.679,NA,512,58,0.853157109907575,NA,NA,6.86291762,10,29.55,1.05,1.3827021633305,0.853157109907575,0.853157109907575,"201899",9,2018,9,9,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"51",51,51,"18.009.20-40",2018,9,9,20,40,7,64,NA,1.53,NA,579,98,0.655097625170994,NA,NA,5.529402784,20,45.38,1.05,1.38848033898128,0.655097625170994,0.655097625170994,"201899",9,2018,9,9,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"52",52,52,"18.009.40-60",2018,9,9,40,60,7.7,20,14,0.558,0.9,410,12,1.27150724603484,NA,NA,2.892124754,20,88.08,1.05,1.42681827567963,1.27150724603484,1.27150724603484,"201899",9,2018,9,9,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"53",53,53,"18.009.60-80",2018,9,9,60,80,7.3,17,NA,0.251,NA,368,18,0.748641754988271,NA,NA,2.421788552,20,51.86,1.05,1.43916252223348,0.748641754988271,0.748641754988271,"201899",9,2018,9,9,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"54",54,54,"18.009.80-100",2018,9,9,80,100,7.6,16,5,0.253,0.2,311,10,1.36086498732635,NA,NA,1.228909595,20,94.27,1.05,1.43908173318815,1.36086498732635,1.36086498732635,"201899",9,2018,9,9,0.608153982,1.277952083,2.320822473,NA,NA,1.402309513,"Community Garden/Urban Farm","Maintained_lawn","Maintained_lawn"
"55",55,55,"18.010.0-10",2018,10,10,0,10,7.1,20,NA,4.41,NA,509,51,1.08182053834981,NA,NA,11.66293011,10,37.47,1.05,1.2812680726039,1.08182053834981,1.08182053834981,"20181010",10,2018,10,10,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"56",56,56,"18.010.10-20",2018,10,10,10,20,7.2,13,NA,3.144,NA,487,48,0.415174255176681,NA,NA,9.818112561,10,14.38,1.05,1.32725172338751,0.415174255176681,0.415174255176681,"20181010",10,2018,10,10,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"57",57,57,"18.010.20-40",2018,10,10,20,40,7.7,5,4,2.38,5.7,430,22,1.05843450589549,NA,NA,8.722385593,20,73.32,1.05,1.3558633988819,1.05843450589549,1.05843450589549,"20181010",10,2018,10,10,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"58",58,58,"18.010.40-60",2018,10,10,40,60,7.4,28,NA,1.563,0.4,397,14,1.16959033916602,NA,NA,7.436328688,20,81.02,1.05,1.38719836889777,1.16959033916602,1.16959033916602,"20181010",10,2018,10,10,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"59",59,59,"18.010.60-80",2018,10,10,60,80,7.2,24,NA,0.982,NA,322,12.5,0.870624455135801,NA,NA,7.548695147,20,60.31,1.05,1.40995642426715,0.870624455135801,0.870624455135801,"20181010",10,2018,10,10,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"60",60,60,"18.010.80-100",2018,10,10,80,100,7.5,16,7,0.537,0.4,199,NA,1.1462043067117,NA,NA,4.645578187,20,79.4,1.05,1.42765903288122,1.1462043067117,1.1462043067117,"20181010",10,2018,10,10,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"61",61,61,"18.011.0-10",2018,11,11,0,10,7.1,23,NA,3.851,NA,602,111.5,NA,NA,NA,10.2976289,10,NA,1.05,1.30135572998615,NA,1.30135572998615,"20181111",11,2018,11,11,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"62",62,62,"18.011.10-20",2018,11,11,10,20,6.8,20,NA,3.145,NA,455,107.5,NA,NA,NA,9.502519029,10,NA,1.05,1.32721470398588,NA,1.32721470398588,"20181111",11,2018,11,11,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"63",63,63,"18.011.20-40",2018,11,11,20,40,7.2,24,NA,2.347,NA,330,41.5,NA,NA,NA,8.979409602,20,NA,1.05,1.35711416127039,NA,1.35711416127039,"20181111",11,2018,11,11,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"64",64,64,"18.011.40-60",2018,11,11,40,60,7.5,19,14,2.816,4.3,509,48,NA,NA,NA,9.3526663,20,NA,1.05,1.33945453862793,NA,1.33945453862793,"20181111",11,2018,11,11,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"65",65,65,"18.011.60-80",2018,11,11,60,80,7.4,19,NA,3.265,0.5,476,36.5,NA,NA,NA,10.50247629,20,NA,1.05,1.32278047312814,NA,1.32278047312814,"20181111",11,2018,11,11,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"66",66,66,"18.011.80-100",2018,11,11,80,100,7.5,41,26,1.219,0.2,288,10,NA,NA,NA,6.8905897,20,NA,1.05,1.40062482652237,NA,1.40062482652237,"20181111",11,2018,11,11,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"67",67,67,"18.012.0-10",2018,12,12,0,10,6.4,19,NA,4.148,NA,562,71,NA,NA,NA,11.53647545,10,NA,1.05,1.29064087243825,NA,1.29064087243825,"20181212",12,2018,12,12,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"68",68,68,"18.012.10-20",2018,12,12,10,20,6.3,19,NA,2.979,NA,501,81,NA,NA,NA,250.1431837,10,NA,1.05,1.33337524317407,NA,1.33337524317407,"20181212",12,2018,12,12,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"69",69,69,"18.012.20-40",2018,12,12,20,40,6.5,15,NA,2.08,NA,475,30,NA,NA,NA,8.999045778,20,NA,1.05,1.36727988633293,NA,1.36727988633293,"20181212",12,2018,12,12,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"70",70,70,"18.012.40-60",2018,12,12,40,60,7.2,13,NA,2.286,NA,380,25,NA,NA,NA,8.502219649,20,NA,1.05,1.35942945701378,NA,1.35942945701378,"20181212",12,2018,12,12,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"71",71,71,"18.012.60-80",2018,12,12,60,80,7,28,NA,2.633,NA,422,14.5,NA,NA,NA,11.29637536,20,NA,1.05,1.34631547244162,NA,1.34631547244162,"20181212",12,2018,12,12,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"72",72,72,"18.012.80-100",2018,12,12,80,100,7,28,NA,1.613,NA,376,13.5,NA,NA,NA,11.49211194,20,NA,1.05,1.38525841991464,NA,1.38525841991464,"20181212",12,2018,12,12,4.467587736,4.944692416,2.072682859,NA,NA,3.828321004,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"73",73,73,"18.013.0-10",2018,13,13,0,10,5.7,15,NA,3.704,NA,524,32,NA,NA,NA,10.85717156,10,NA,1.05,1.30669466325789,NA,1.30669466325789,"20181313",13,2018,13,13,7.453485951,5.852901227,12.95582162,NA,NA,8.754069599,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"74",74,74,"18.013.10-20",2018,13,13,10,20,5.4,10,NA,2.61,NA,478,37,NA,NA,NA,9.469534231,10,NA,1.05,1.34718045784922,NA,1.34718045784922,"20181313",13,2018,13,13,7.453485951,5.852901227,12.95582162,NA,NA,8.754069599,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"75",75,75,"18.013.20-40",2018,13,13,20,40,5.2,8,NA,1.773,NA,354,15.5,1.05785707299538,NA,NA,9.222004629,20,73.28,1.05,1.37907020883329,1.05785707299538,1.05785707299538,"20181313",13,2018,13,13,7.453485951,5.852901227,12.95582162,NA,NA,8.754069599,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"76",76,76,"18.013.40-60",2018,13,13,40,60,5,7,NA,1.037,NA,258,10.5,NA,NA,NA,9.552784455,20,NA,1.05,1.40778491533578,NA,1.40778491533578,"20181313",13,2018,13,13,7.453485951,5.852901227,12.95582162,NA,NA,8.754069599,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"77",77,77,"18.013.60-80",2018,13,13,60,80,5.6,7,NA,0.492,NA,158,9,NA,NA,NA,5.011795412,20,NA,1.05,1.42946244986919,NA,1.42946244986919,"20181313",13,2018,13,13,7.453485951,5.852901227,12.95582162,NA,NA,8.754069599,"Park/Green Space","Maintained_lawn","Maintained_lawn"
"78",78,78,"18.013.80-100",2018,13,13,80,100,5.8,10,NA,0.2,NA,151,3.5,1.60324244714611,NA,NA,1.281535833,20,111.06,1.05,1.44122429055074,1.60324244714611,1.60324244714611,"20181313",13,2018,13,13,7.453485951,5.852901227,12.95582162,NA,NA,8.754069599,"Park/Green Space","Maintained_lawn","Maintained_lawn"
