"","X.x","lab_number","sample_code","year.x","site.x","plot.x","top","bottom","pH","bray_p","olsen_p","total_carbon","inorganic_carbon","total_p","lead","bulk_density","ksat","k","loi_om","depth_increment_height","dry_mass","radius","bd_pred","bd_meas","bd_comp","code","X.y","year.y","site.y","plot.y","ksat_1","ksat_2","ksat_3","ksat_4","ksat_5","ksat_avg","site_type","land_use","land_use_detail"
"538",538,538,"21.53.166.40-60",2021,53,166,40,60,7,98,NA,6.095,NA,722,121.5,0.870480096910774,NA,NA,NA,20,60.3,1.05,1.22272705398577,0.870480096910774,1.22272705398577,"202153166",226,2021,53,166,9.424079427,4.486183805,9.927891018,NA,NA,7.946051417,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"539",539,539,"21.53.166.60-80",2021,53,166,60,80,7.2,57,NA,1.747,0.3,198,12.5,1.6800410228603,NA,NA,NA,20,116.38,1.05,1.3800737619017,1.6800410228603,1.3800737619017,"202153166",226,2021,53,166,9.424079427,4.486183805,9.927891018,NA,NA,7.946051417,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"540",540,540,"21.53.166.80-100",2021,53,166,80,100,7.4,47,NA,1.484,NA,167,12,1.76001547952507,NA,NA,NA,20,121.92,1.05,1.39026945814432,1.76001547952507,1.39026945814432,"202153166",226,2021,53,166,9.424079427,4.486183805,9.927891018,NA,NA,7.946051417,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"541",541,541,"21.53.167.0-10",2021,53,167,0,10,6.8,48,NA,2.164,NA,345,62,2.33225148353076,NA,NA,NA,10,80.78,1.05,1.36407284897368,2.33225148353076,1.36407284897368,"202153167",227,2021,53,167,13.59276306,10.3216108,10.3216108,NA,NA,11.41199489,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"542",542,542,"21.53.167.10-20",2021,53,167,10,20,7,34,NA,1.923,NA,256,38,2.65445904179027,NA,NA,NA,10,91.94,1.05,1.37329582334952,NA,1.37329582334952,"202153167",227,2021,53,167,13.59276306,10.3216108,10.3216108,NA,NA,11.41199489,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"543",543,543,"21.53.167.20-40",2021,53,167,20,40,7.1,32,NA,2.253,NA,290,29,1.19340944629542,NA,NA,NA,20,82.67,1.05,1.36068377097595,1.19340944629542,1.36068377097595,"202153167",227,2021,53,167,13.59276306,10.3216108,10.3216108,NA,NA,11.41199489,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"544",544,544,"21.53.167.40-60",2021,53,167,40,60,7.3,18,NA,0.582,0.2,102,8,1.79725990158195,NA,NA,NA,20,124.5,1.05,1.42585806222999,1.79725990158195,1.42585806222999,"202153167",227,2021,53,167,13.59276306,10.3216108,10.3216108,NA,NA,11.41199489,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"545",545,545,"21.53.167.60-80",2021,53,167,60,80,7.5,12,6,0.421,NA,125,7,1.03504847344117,NA,NA,NA,20,71.7,1.05,1.43231282399949,1.03504847344117,1.43231282399949,"202153167",227,2021,53,167,13.59276306,10.3216108,10.3216108,NA,NA,11.41199489,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"546",546,546,"21.53.167.80-100",2021,53,167,80,100,7.4,8,NA,0.271,NA,116,9,1.63875457050267,NA,NA,NA,20,113.52,1.05,1.43835485106787,1.63875457050267,1.43835485106787,"202153167",227,2021,53,167,13.59276306,10.3216108,10.3216108,NA,NA,11.41199489,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"547",547,547,"21.54.168.0-10",2021,54,168,0,10,7.2,164,NA,9.314,NA,1666,30,0.924470073070746,NA,NA,NA,10,32.02,1.05,1.11883487189742,0.924470073070746,1.11883487189742,"202154168",228,2021,54,168,5.576518179,9.199696583,4.936422557,NA,NA,6.570879106,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"548",548,548,"21.54.168.10-20",2021,54,168,10,20,7.3,151,NA,7.601,NA,1329,24,1.97251078676432,NA,NA,NA,10,68.32,1.05,1.17286454240948,1.97251078676432,1.17286454240948,"202154168",228,2021,54,168,5.576518179,9.199696583,4.936422557,NA,NA,6.570879106,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"549",549,549,"21.54.168.20-40",2021,54,168,20,40,6.9,130,NA,4.72,1.8,831,25.5,0.929666969171706,NA,NA,NA,20,64.4,1.05,1.27027337055109,0.929666969171706,1.27027337055109,"202154168",228,2021,54,168,5.576518179,9.199696583,4.936422557,NA,NA,6.570879106,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"550",550,550,"21.54.168.40-60",2021,54,168,40,60,7.4,70,NA,3.073,1.6,379,42.5,1.71916210184252,NA,NA,NA,20,119.09,1.05,1.32988295720991,1.71916210184252,1.32988295720991,"202154168",228,2021,54,168,5.576518179,9.199696583,4.936422557,NA,NA,6.570879106,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"551",551,551,"21.54.168.60-80",2021,54,168,60,80,7.5,47,43,3.866,NA,356,54.5,2.01769491119766,NA,NA,NA,20,139.77,1.05,1.30081227080799,2.01769491119766,1.30081227080799,"202154168",228,2021,54,168,5.576518179,9.199696583,4.936422557,NA,NA,6.570879106,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"552",552,552,"21.54.169.0-10",2021,54,169,0,10,6.9,74,NA,4.174,NA,551,23,2.42464074754782,NA,NA,NA,10,83.98,1.05,1.28970743302524,2.42464074754782,1.28970743302524,"202154169",229,2021,54,169,20.18782712,6.731485305,7.870615343,NA,NA,11.59664259,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"553",553,553,"21.54.169.10-20",2021,54,169,10,20,7,63,NA,3.241,NA,449,19.5,4.69914894106792,NA,NA,NA,10,162.76,1.05,1.32366603568547,NA,1.32366603568547,"202154169",229,2021,54,169,20.18782712,6.731485305,7.870615343,NA,NA,11.59664259,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"554",554,554,"21.54.169.20-40",2021,54,169,20,40,7.1,60,NA,2.818,0.4,507,9,3.3195173844881,NA,NA,NA,20,229.95,1.05,1.33937976476946,NA,1.33937976476946,"202154169",229,2021,54,169,20.18782712,6.731485305,7.870615343,NA,NA,11.59664259,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"555",555,555,"21.54.169.40-60",2021,54,169,40,60,7.8,18,10,0.641,3.1,232,6,2.01336416444686,NA,NA,NA,20,139.47,1.05,1.42350049040108,2.01336416444686,1.42350049040108,"202154169",229,2021,54,169,20.18782712,6.731485305,7.870615343,NA,NA,11.59664259,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"556",556,556,"21.54.169.60-80",2021,54,169,60,80,7.6,31,18,1.794,1.5,288,46.5,1.69895195033879,NA,NA,NA,20,117.69,1.05,1.37826022113103,1.69895195033879,1.37826022113103,"202154169",229,2021,54,169,20.18782712,6.731485305,7.870615343,NA,NA,11.59664259,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"557",557,557,"21.54.169.80-100",2021,54,169,80,100,7.7,22,14,0.934,NA,313,14,2.81556282092002,NA,NA,NA,20,195.04,1.05,1.4118545056512,NA,1.4118545056512,"202154169",229,2021,54,169,20.18782712,6.731485305,7.870615343,NA,NA,11.59664259,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"558",558,558,"21.54.170.0-10",2021,54,170,0,10,7,156,NA,11.463,NA,1106,22,2.82537918022184,NA,NA,NA,10,97.86,1.05,1.05488464295668,NA,1.05488464295668,"202154170",230,2021,54,170,6.796381531,4.530921021,9.317458671,NA,NA,6.881587074,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"559",559,559,"21.54.170.10-20",2021,54,170,10,20,7,170,NA,11.032,NA,1171,20,3.71029509963528,NA,NA,NA,10,128.51,1.05,1.0673802304976,NA,1.0673802304976,"202154170",230,2021,54,170,6.796381531,4.530921021,9.317458671,NA,NA,6.881587074,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"560",560,560,"21.54.170.20-40",2021,54,170,20,40,7.2,152,NA,8.75,NA,1177,23.5,1.87146002924565,NA,NA,NA,20,129.64,1.05,1.13631661634617,1.87146002924565,1.13631661634617,"202154170",230,2021,54,170,6.796381531,4.530921021,9.317458671,NA,NA,6.881587074,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"561",561,561,"21.54.170.40-60",2021,54,170,40,60,7.2,140,NA,7.572,NA,1037,25.5,2.0211595085983,NA,NA,NA,20,140.01,1.05,1.17380347660262,2.0211595085983,1.17380347660262,"202154170",230,2021,54,170,6.796381531,4.530921021,9.317458671,NA,NA,6.881587074,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"562",562,562,"21.54.170.60-80",2021,54,170,60,80,7.3,133,NA,5.544,1.9,864,24,2.37830175731426,NA,NA,NA,20,164.75,1.05,1.24154370183076,2.37830175731426,1.24154370183076,"202154170",230,2021,54,170,6.796381531,4.530921021,9.317458671,NA,NA,6.881587074,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"563",563,563,"21.54.170.80-100",2021,54,170,80,100,7.4,98,NA,3.292,NA,723,14.5,1.22228109130075,NA,NA,NA,20,84.67,1.05,1.32178498127791,1.22228109130075,1.32178498127791,"202154170",230,2021,54,170,6.796381531,4.530921021,9.317458671,NA,NA,6.881587074,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"564",564,564,"21.55.171.0-10",2021,55,171,0,10,7,102,NA,6.353,NA,852,65.5,0.996360469134024,NA,NA,NA,10,34.51,1.05,1.21402328562189,0.996360469134024,1.21402328562189,"202155171",231,2021,55,171,23.81128327,8.414356631,4.295029972,NA,NA,12.17355662,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"565",565,565,"21.55.171.10-20",2021,55,171,10,20,7,100,NA,6.392,NA,820,38,1.358988330401,NA,NA,NA,10,47.07,1.05,1.21271348336021,1.358988330401,1.21271348336021,"202155171",231,2021,55,171,23.81128327,8.414356631,4.295029972,NA,NA,12.17355662,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"566",566,566,"21.55.171.20-40",2021,55,171,20,40,7.1,90,NA,3.422,NA,604,36,1.25750449820726,NA,NA,NA,20,87.11,1.05,1.31700320583757,1.25750449820726,1.31700320583757,"202155171",231,2021,55,171,23.81128327,8.414356631,4.295029972,NA,NA,12.17355662,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"567",567,567,"21.55.171.40-60",2021,55,171,40,60,7.1,45,NA,0.95,NA,406,13,1.44820171346748,NA,NA,NA,20,100.32,1.05,1.41122150646936,1.44820171346748,1.41122150646936,"202155171",231,2021,55,171,23.81128327,8.414356631,4.295029972,NA,NA,12.17355662,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"568",568,568,"21.55.171.60-80",2021,55,171,60,80,7.3,53,NA,0.794,NA,411,13,1.01902471046321,NA,NA,NA,20,70.59,1.05,1.41740629981797,1.01902471046321,1.41740629981797,"202155171",231,2021,55,171,23.81128327,8.414356631,4.295029972,NA,NA,12.17355662,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"569",569,569,"21.55.171.80-100",2021,55,171,80,100,7.2,61,NA,0.532,NA,484,15,1.33617973084679,NA,NA,NA,20,92.56,1.05,1.42785929167906,1.33617973084679,1.42785929167906,"202155171",231,2021,55,171,23.81128327,8.414356631,4.295029972,NA,NA,12.17355662,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"570",570,570,"21.55.172.0-10",2021,55,172,0,10,7,88,NA,5.815,NA,708,56.5,0.979903631480985,NA,NA,NA,10,33.94,1.05,1.23224996813238,0.979903631480985,1.23224996813238,"202155172",232,2021,55,172,8.282185485,1.811728075,1.617614353,NA,NA,3.903842638,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"571",571,571,"21.55.172.10-20",2021,55,172,10,20,7,83,NA,3.574,NA,657,53.5,1.41673162041167,NA,NA,NA,10,49.07,1.05,1.31143593499578,1.41673162041167,1.31143593499578,"202155172",232,2021,55,172,8.282185485,1.811728075,1.617614353,NA,NA,3.903842638,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"572",572,572,"21.55.172.20-40",2021,55,172,20,40,7.1,55,NA,1.882,NA,414,36,1.40215143968397,NA,NA,NA,20,97.13,1.05,1.37487156150986,1.40215143968397,1.37487156150986,"202155172",232,2021,55,172,8.282185485,1.811728075,1.617614353,NA,NA,3.903842638,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"573",573,573,"21.55.172.40-60",2021,55,172,40,60,7,61,NA,1.441,NA,480,17,1.03851307084181,NA,NA,NA,20,71.94,1.05,1.39194414209186,1.03851307084181,1.39194414209186,"202155172",232,2021,55,172,8.282185485,1.811728075,1.617614353,NA,NA,3.903842638,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"574",574,574,"21.55.172.60-80",2021,55,172,60,80,6.9,41,NA,0.465,NA,387,11.5,1.30456527956595,NA,NA,NA,20,90.37,1.05,1.43054567568577,1.30456527956595,1.43054567568577,"202155172",232,2021,55,172,8.282185485,1.811728075,1.617614353,NA,NA,3.903842638,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"575",575,575,"21.55.172.80-100",2021,55,172,80,100,6.7,78,NA,0.793,NA,499,15.5,0.961425778677572,NA,NA,NA,20,66.6,1.05,1.41744603988364,0.961425778677572,1.41744603988364,"202155172",232,2021,55,172,8.282185485,1.811728075,1.617614353,NA,NA,3.903842638,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"576",576,576,"21.55.173.0-10",2021,55,173,0,10,7.1,114,NA,4.739,NA,786,62,0.835256690004269,NA,NA,NA,10,28.93,1.05,1.26960283969217,0.835256690004269,1.26960283969217,"202155173",233,2021,55,173,1.084779645,6.127420476,3.991010505,NA,NA,3.734403542,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"577",577,577,"21.55.173.10-20",2021,55,173,10,20,7.1,71,NA,4.147,NA,727,65.5,1.34022176114753,NA,NA,NA,10,46.42,1.05,1.29067678857624,1.34022176114753,1.29067678857624,"202155173",233,2021,55,173,1.084779645,6.127420476,3.991010505,NA,NA,3.734403542,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"578",578,578,"21.55.173.20-40",2021,55,173,20,40,7.2,45,NA,2.939,NA,505,55,1.35321400139993,NA,NA,NA,20,93.74,1.05,1.33486432837684,1.35321400139993,1.33486432837684,"202155173",233,2021,55,173,1.084779645,6.127420476,3.991010505,NA,NA,3.734403542,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"579",579,579,"21.55.173.40-60",2021,55,173,40,60,7.3,39,NA,1.605,0.1,435,36,1.31062832501707,NA,NA,NA,20,90.79,1.05,1.38556861516366,1.31062832501707,1.38556861516366,"202155173",233,2021,55,173,1.084779645,6.127420476,3.991010505,NA,NA,3.734403542,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"580",580,580,"21.55.173.60-80",2021,55,173,60,80,7.4,40,NA,0.885,NA,405,18,1.16222806968966,NA,NA,NA,20,80.51,1.05,1.41379496722227,1.16222806968966,1.41379496722227,"202155173",233,2021,55,173,1.084779645,6.127420476,3.991010505,NA,NA,3.734403542,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"581",581,581,"21.55.173.80-100",2021,55,173,80,100,7.2,54,NA,1.265,NA,457,24.5,0.467431932636333,NA,NA,NA,20,32.38,1.05,1.39882134835247,0.467431932636333,1.39882134835247,"202155173",233,2021,55,173,1.084779645,6.127420476,3.991010505,NA,NA,3.734403542,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"582",582,582,"21.56.174.0-10",2021,56,174,0,10,7.3,99,NA,6.578,2.5,724,17,1.63326895795166,NA,NA,NA,10,56.57,1.05,1.20648788906006,1.63326895795166,1.20648788906006,"202156174",234,2021,56,174,11.34570431,19.70978364,13.79684855,NA,NA,14.95077883,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"583",583,583,"21.56.174.10-20",2021,56,174,10,20,7.4,79,NA,2.768,2.9,367,5,2.7482918880576,NA,NA,NA,10,95.19,1.05,1.34125046522714,NA,1.34125046522714,"202156174",234,2021,56,174,11.34570431,19.70978364,13.79684855,NA,NA,14.95077883,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"584",584,584,"21.56.174.20-40",2021,56,174,20,40,7.6,53,18,1.603,4.1,282,0,1.55964626318806,NA,NA,NA,20,108.04,1.05,1.38564617567289,1.55964626318806,1.38564617567289,"202156174",234,2021,56,174,11.34570431,19.70978364,13.79684855,NA,NA,14.95077883,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"585",585,585,"21.56.174.40-60",2021,56,174,40,60,7.7,34,21,2.179,NA,298,6.5,1.41759776976183,NA,NA,NA,20,98.2,1.05,1.36350101835391,1.41759776976183,1.36350101835391,"202156174",234,2021,56,174,11.34570431,19.70978364,13.79684855,NA,NA,14.95077883,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"586",586,586,"21.56.175.0-10",2021,56,175,0,10,7.3,100,NA,4.571,NA,815,14.5,0.931399267872026,NA,NA,NA,10,32.26,1.05,1.2755450893396,0.931399267872026,1.2755450893396,"202156175",235,2021,56,175,5.762897426,6.861562094,7.923983961,NA,NA,6.84948116,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"587",587,587,"21.56.175.10-20",2021,56,175,10,20,7.3,98,NA,4.243,1.6,696,12,2.47429997695699,NA,NA,NA,10,85.7,1.05,1.28723377492758,2.47429997695699,1.28723377492758,"202156175",235,2021,56,175,5.762897426,6.861562094,7.923983961,NA,NA,6.84948116,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"588",588,588,"21.56.175.20-40",2021,56,175,20,40,7.4,115,NA,4.925,1.7,754,13,0.824285464902243,NA,NA,NA,20,57.1,1.05,1.2630589513677,0.824285464902243,1.2630589513677,"202156175",235,2021,56,175,5.762897426,6.861562094,7.923983961,NA,NA,6.84948116,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"589",589,589,"21.56.175.40-60",2021,56,175,40,60,7.4,104,NA,4.131,1.8,639,20,0.81230373222503,NA,NA,NA,20,56.27,1.05,1.29125159415202,0.81230373222503,1.29125159415202,"202156175",235,2021,56,175,5.762897426,6.861562094,7.923983961,NA,NA,6.84948116,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"590",590,590,"21.56.175.60-80",2021,56,175,60,80,7.7,25,37,2.124,4.2,521,3.5,1.20539117897263,NA,NA,NA,20,83.5,1.05,1.36559899617425,1.20539117897263,1.36559899617425,"202156175",235,2021,56,175,5.762897426,6.861562094,7.923983961,NA,NA,6.84948116,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"591",591,591,"21.56.175.80-100",2021,56,175,80,100,7.5,66,49,3.451,NA,582,4.5,0.747342530963031,NA,NA,NA,20,51.77,1.05,1.31593905774342,0.747342530963031,1.31593905774342,"202156175",235,2021,56,175,5.762897426,6.861562094,7.923983961,NA,NA,6.84948116,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"592",592,592,"21.56.176.0-10",2021,56,176,0,10,7.3,113,NA,6.328,NA,936,19,1.42221723296268,NA,NA,NA,10,49.26,1.05,1.21486371328245,1.42221723296268,1.21486371328245,"202156176",236,2021,56,176,6.12307815,7.883913455,8.28416505,NA,NA,7.430385552,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"593",593,593,"21.56.176.10-20",2021,56,176,10,20,7.4,128,NA,3.83,1.9,709,18,1.51778237793033,NA,NA,NA,10,52.57,1.05,1.30211698606784,1.51778237793033,1.30211698606784,"202156176",236,2021,56,176,6.12307815,7.883913455,8.28416505,NA,NA,7.430385552,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"594",594,594,"21.56.176.20-40",2021,56,176,20,40,7.4,102,NA,3.314,2.8,721,0,0.863406543884468,NA,NA,NA,20,59.81,1.05,1.320974439023,0.863406543884468,1.320974439023,"202156176",236,2021,56,176,6.12307815,7.883913455,8.28416505,NA,NA,7.430385552,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"595",595,595,"21.56.176.40-60",2021,56,176,40,60,7.6,32,38,1.806,3.6,431,4,0.940638194273732,NA,NA,NA,20,65.16,1.05,1.37779760133372,0.940638194273732,1.37779760133372,"202156176",236,2021,56,176,6.12307815,7.883913455,8.28416505,NA,NA,7.430385552,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"596",596,596,"21.56.176.60-80",2021,56,176,60,80,7.7,56,39,1.836,NA,414,0,0.610635291862782,NA,NA,NA,20,42.3,1.05,1.37664178420717,0.610635291862782,1.37664178420717,"202156176",236,2021,56,176,6.12307815,7.883913455,8.28416505,NA,NA,7.430385552,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"597",597,597,"21.56.176.80-100",2021,56,176,80,100,7.5,62,47,2.08,NA,491,6,0.432930316854961,NA,NA,NA,20,29.99,1.05,1.36727988633293,0.432930316854961,1.36727988633293,"202156176",236,2021,56,176,6.12307815,7.883913455,8.28416505,NA,NA,7.430385552,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"598",598,598,"21.57.177.0-10",2021,57,177,0,10,7,119,NA,5.682,NA,750,58.5,1.14909147121223,NA,NA,NA,10,39.8,1.05,1.23680160623507,1.14909147121223,1.23680160623507,"202157177",237,2021,57,177,38.1055817,14.7526429,23.77195188,NA,NA,25.54339216,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"599",599,599,"21.57.177.10-20",2021,57,177,10,20,7.1,117,NA,3.769,NA,671,67.5,1.69823015921366,NA,NA,NA,10,58.82,1.05,1.30433099051281,1.69823015921366,1.30433099051281,"202157177",237,2021,57,177,38.1055817,14.7526429,23.77195188,NA,NA,25.54339216,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"600",600,600,"21.57.177.20-40",2021,57,177,20,40,7.1,114,NA,2.423,NA,636,44.5,1.445603265417,NA,NA,NA,20,100.14,1.05,1.35423548463555,1.445603265417,1.35423548463555,"202157177",237,2021,57,177,38.1055817,14.7526429,23.77195188,NA,NA,25.54339216,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"601",601,601,"21.57.177.40-60",2021,57,177,40,60,7,101,NA,2.036,NA,608,20,1.3086073098667,NA,NA,NA,20,90.65,1.05,1.36896300894575,1.3086073098667,1.36896300894575,"202157177",237,2021,57,177,38.1055817,14.7526429,23.77195188,NA,NA,25.54339216,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"602",602,602,"21.57.177.60-80",2021,57,177,60,80,6.6,43,NA,1.038,NA,355,18.5,1.60800626857199,NA,NA,NA,20,111.39,1.05,1.40774546669285,1.60800626857199,1.40774546669285,"202157177",237,2021,57,177,38.1055817,14.7526429,23.77195188,NA,NA,25.54339216,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"603",603,603,"21.57.177.80-100",2021,57,177,80,100,6.4,42,NA,1.146,NA,313,28.5,1.32347620704444,NA,NA,NA,20,91.68,1.05,1.40349200975759,1.32347620704444,1.40349200975759,"202157177",237,2021,57,177,38.1055817,14.7526429,23.77195188,NA,NA,25.54339216,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"604",604,604,"21.57.178.0-10",2021,57,178,0,10,7.1,71,NA,3.912,NA,608,90.5,1.32636337154497,NA,NA,NA,10,45.94,1.05,1.29914719516712,1.32636337154497,1.29914719516712,"202157178",238,2021,57,178,25.21766252,10.29288701,4.598949516,NA,NA,13.36983302,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"605",605,605,"21.57.178.10-20",2021,57,178,10,20,7.2,77,NA,3.613,NA,609,88,1.81718133663563,NA,NA,NA,10,62.94,1.05,1.31001160073992,1.81718133663563,1.31001160073992,"202157178",238,2021,57,178,25.21766252,10.29288701,4.598949516,NA,NA,13.36983302,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"606",606,606,"21.57.178.20-40",2021,57,178,20,40,7.3,79,NA,2.933,NA,655,90.5,1.08369719527515,NA,NA,NA,20,75.07,1.05,1.33508784616538,1.08369719527515,1.33508784616538,"202157178",238,2021,57,178,25.21766252,10.29288701,4.598949516,NA,NA,13.36983302,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"607",607,607,"21.57.178.40-60",2021,57,178,40,60,7.2,81,NA,3.382,NA,567,118,1.14880275476218,NA,NA,NA,20,79.58,1.05,1.31847252466456,1.14880275476218,1.31847252466456,"202157178",238,2021,57,178,25.21766252,10.29288701,4.598949516,NA,NA,13.36983302,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"608",608,608,"21.57.178.60-80",2021,57,178,60,80,7.2,71,NA,3.592,NA,566,106.5,1.39060278168184,NA,NA,NA,20,96.33,1.05,1.31077834173677,1.39060278168184,1.31077834173677,"202157178",238,2021,57,178,25.21766252,10.29288701,4.598949516,NA,NA,13.36983302,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"609",609,609,"21.57.178.80-100",2021,57,178,80,100,7.2,40,NA,1.421,NA,339,23.5,2.93104940094135,NA,NA,NA,20,203.04,1.05,1.39272380529576,NA,1.39272380529576,"202157178",238,2021,57,178,25.21766252,10.29288701,4.598949516,NA,NA,13.36983302,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
"610",610,610,"21.57.179.0-10",2021,57,179,0,10,7.1,60,NA,3.568,NA,671,108,1.34801710529897,NA,NA,NA,10,46.69,1.05,1.31165521210576,1.34801710529897,1.31165521210576,"202157179",239,2021,57,179,7.764548893,4.712039713,8.713309655,NA,NA,7.06329942,"Community Garden/Urban Farm","Garden_food_producing_in_ground","Garden_food_producing_in_ground"
