,year,site,plot,ksat_1,ksat_2,ksat_3,ksat_4,ksat_5,ksat_avg,site_type,land_use
247,2021,60,187,9.424079427,4.722805459,6.069064091,NA,NA,6.738649659,Community Garden/Urban Farm,Garden_food_producing_in_ground
248,2021,60,188,17.25235312,17.25235312,123.1819325,NA,NA,52.56221291,Community Garden/Urban Farm,Garden_food_producing_in_ground
249,2021,61,189,54.02716337,40.86665659,24.51999395,NA,NA,39.80460464,Community Garden/Urban Farm,Garden_food_producing_in_ground
250,2021,61,190,30.22166825,6.099316759,2.019445591,NA,NA,12.78014353,Community Garden/Urban Farm,Garden_food_producing_in_ground
251,2021,61,191,6.099316759,10.52132141,22.87570311,NA,NA,13.16544709,Community Garden/Urban Farm,Garden_food_producing_in_ground
252,2021,62,192,3.364637853,6.205677482,3.702316918,NA,NA,4.424210751,Community Garden/Urban Farm,Garden_food_producing_in_ground
253,2021,62,193,6.224681119,12.34105639,7.893958041,NA,NA,8.819898517,Community Garden/Urban Farm,Garden_food_producing_in_ground
254,2021,62,194,26.92594122,35.71692491,20.0719232,NA,NA,27.57159644,Community Garden/Urban Farm,Garden_food_producing_in_ground
255,2021,63,195,51.24602269,63.66930092,6.970647724,NA,NA,40.62865711,Community Garden/Urban Farm,Garden_food_producing_in_ground
256,2021,63,196,19.67835608,18.11728075,14.80926767,NA,NA,17.53496817,Community Garden/Urban Farm,Garden_food_producing_in_ground
257,2021,63,197,3.105819557,2.847001261,3.935307672,NA,NA,3.29604283,Community Garden/Urban Farm,Garden_food_producing_in_ground
258,2021,64,198,2.178327414,3.029168387,6.123078515,NA,NA,3.776858105,Community Garden/Urban Farm,Garden_food_producing_in_ground
259,2021,64,199,0.785339952,1.045597159,0.697064772,NA,NA,0.842667295,Community Garden/Urban Farm,Garden_food_producing_in_ground
260,2021,64,200,7.469617342,21.98951866,26.92594122,NA,NA,18.79502574,Community Garden/Urban Farm,Garden_food_producing_in_ground
261,2021,65,201,0.897531374,0.897531374,1.816295848,NA,NA,1.203786199,Community Garden/Urban Farm,Garden_food_producing_in_ground
262,2021,65,202,0.464709848,0.721539723,0.720362178,NA,NA,0.63553725,Community Garden/Urban Farm,Garden_food_producing_in_ground
263,2021,65,203,11.12918675,10.0850705,13.97618801,NA,NA,11.73014842,Community Garden/Urban Farm,Garden_food_producing_in_ground
264,2021,66,204,14.63836022,0.532909253,14.11556164,NA,NA,9.762277038,Community Garden/Urban Farm,Garden_food_producing_in_ground
265,2021,66,205,14.16841638,4.48765687,8.870170594,NA,NA,9.175414615,Community Garden/Urban Farm,Garden_food_producing_in_ground
266,2021,66,206,10.49786754,41.82388634,7.31918011,NA,NA,19.88031133,Community Garden/Urban Farm,Garden_food_producing_in_ground
267,2021,67,207,24.5096819,12.11667355,17.25235312,NA,NA,17.95956952,Community Garden/Urban Farm,Garden_food_producing_in_ground
268,2021,67,208,6.282719618,2.327027304,3.112340559,NA,NA,3.907362494,Community Garden/Urban Farm,Garden_food_producing_in_ground
269,2021,67,209,3.968234213,3.485323862,4.852843058,NA,NA,4.102133711,Community Garden/Urban Farm,Garden_food_producing_in_ground
270,2021,68,210,2.19995552,2.697361818,5.402251986,NA,NA,3.433189775,Community Garden/Urban Farm,Garden_food_producing_in_ground
271,2021,68,211,8.364777269,5.11637258,2.701125993,NA,NA,5.394091947,Community Garden/Urban Farm,Garden_food_producing_in_ground
272,2021,68,212,23.79226468,25.93303842,3.48123371,NA,NA,17.73551227,Community Garden/Urban Farm,Garden_food_producing_in_ground
273,2021,69,213,6.731485305,5.435184225,8.077782366,NA,NA,6.748150632,Community Garden/Urban Farm,Garden_food_producing_in_ground
274,2021,69,214,27.17592112,48.14020313,15.74123069,NA,NA,30.35245165,Community Garden/Urban Farm,Garden_food_producing_in_ground
275,2021,69,215,58.12146715,4.936422557,3.423574615,NA,NA,22.16048811,Community Garden/Urban Farm,Garden_food_producing_in_ground
276,2021,70,216,12.19863352,51.15928832,40.77828919,NA,NA,34.71207034,Community Garden/Urban Farm,Garden_food_producing_in_ground
277,2021,70,217,51.15928832,48.14020313,29.50528579,NA,NA,42.93492575,Community Garden/Urban Farm,Garden_food_producing_in_ground
278,2021,70,218,32.31112946,25.72346828,18.63491734,NA,NA,25.55650503,Community Garden/Urban Farm,Garden_food_producing_in_ground
279,2021,71,219,20.91194317,13.07183035,6.535915175,NA,NA,13.5065629,Community Garden/Urban Farm,Garden_food_producing_in_ground
280,2021,71,220,19.67019053,30.9648324,19.52130738,NA,NA,23.38544344,Community Garden/Urban Farm,Garden_food_producing_in_ground
281,2021,71,221,35.42104094,6.796381531,11.10695075,NA,NA,17.77479107,Community Garden/Urban Farm,Garden_food_producing_in_ground
282,2021,72,222,22.21390151,5.925050566,12.5471659,NA,NA,13.56203933,Community Garden/Urban Farm,Garden_food_producing_in_ground
283,2021,72,223,17.55752654,59.937763,29.50528579,NA,NA,35.66685844,Community Garden/Urban Farm,Garden_food_producing_in_ground
284,2021,72,224,14.16841638,12.02436732,37.69631771,NA,NA,21.29636714,Community Garden/Urban Farm,Garden_food_producing_in_ground
285,2022,1,1,5.055279973,4.124044189,2.694452668,NA,NA,3.95792561,Residential,Maintained_lawn
286,2022,1,2,4.591500101,3.98602756,8.381122061,NA,NA,5.652883241,Residential,Garden_non_food_producing
287,2022,1,3,NA,NA,NA,NA,NA,NA,Residential,Maintained_lawn
288,2022,1,4,20.10168835,41.1074082,20.72664789,NA,NA,27.31191481,Residential,Garden_food_producing_raised_beds
289,2022,2,1,5.587414707,3.591909455,7.103557033,NA,NA,5.427627065,Park/Green Space,Maintained_lawn
290,2022,2,2,1.086441749,2.26157262,2.563115636,NA,NA,1.970376668,Park/Green Space,Maintained_lawn
291,2022,2,3,1.89572999,4.225391683,12.88763809,NA,NA,6.336253254,Park/Green Space,Maintained_lawn
292,2022,3,1,18.8856637,10.97527889,NA,NA,NA,14.9304713,Park/Green Space,Maintained_lawn
293,2022,3,2,4.789212606,9.046290479,NA,NA,NA,6.917751543,Park/Green Space,Maintained_lawn
294,2022,3,3,NA,NA,NA,NA,NA,NA,Park/Green Space,Maintained_lawn
295,2022,4,1,8.203743816,7.275022203,6.064405077,NA,NA,7.181057032,Park/Green Space,Maintained_lawn
296,2022,4,2,11.3167012,3.857976822,NA,NA,NA,7.587339011,Park/Green Space,Maintained_lawn
297,2022,4,3,18.02606412,5.678875365,7.20599119,NA,NA,10.30364356,Park/Green Space,Maintained_lawn
298,2022,5,1,1.563145781,4.462171468,3.39235893,NA,NA,3.139225393,Park/Green Space,Maintained_lawn
299,2022,6,1,5.454381024,4.390111556,16.42965991,NA,NA,8.75805083,Community Garden/Urban Farm,Garden_food_producing_in_ground
300,2022,6,2,15.43186528,13.23685151,9.990296922,NA,NA,12.8863379,Community Garden/Urban Farm,Maintained_lawn
301,2022,6,3,18.86282772,17.46558123,27.24630671,NA,NA,21.19157189,Community Garden/Urban Farm,Garden_non_food_producing
302,2022,7,1,8.913256795,15.69797465,16.60762644,NA,NA,13.7396193,Park/Green Space,Maintained_lawn
303,2022,7,2,16.23010939,19.55595148,28.69939843,NA,NA,21.4951531,Park/Green Space,Maintained_lawn
304,2022,7,3,15.69797465,16.96179465,11.3078631,NA,NA,14.65587747,Park/Green Space,Maintained_lawn
305,2022,8,1,11.57393047,3.991010505,4.457527347,NA,NA,6.674156107,Park/Green Space,Maintained_lawn
306,2022,8,2,26.30765605,9.534080652,8.913256795,NA,NA,14.91833117,Park/Green Space,Maintained_lawn
307,2022,8,3,10.24359363,18.49168201,11.90651467,NA,NA,13.54726344,Park/Green Space,Maintained_lawn
308,2022,9,1,5.853482074,6.119549441,12.50516625,NA,NA,8.159399255,Park/Green Space,Maintained_lawn
309,2022,9,2,12.17258204,15.36539045,23.81302935,NA,NA,17.11700061,Park/Green Space,Maintained_lawn
310,2022,9,3,19.28988411,19.2201884,36.9833364,NA,NA,25.16446964,Park/Green Space,Maintained_lawn
311,2022,10,1,6.0530326,7.250335751,12.57168309,NA,NA,8.625017147,Park/Green Space,Maintained_lawn
312,2022,10,2,20.48718726,13.83550309,21.68449041,NA,NA,18.66906025,Park/Green Space,Maintained_lawn
313,2022,10,3,18.8907806,18.22561464,22.88179356,NA,NA,19.99939627,Park/Green Space,Maintained_lawn
314,2022,11,1,34.58875771,35.38695981,13.96853677,NA,NA,27.9814181,Park/Green Space,Natural_vegetation
315,2022,11,2,24.74426516,25.71977546,19.02381674,NA,NA,23.16261912,Park/Green Space,Natural_vegetation
316,2022,11,3,30.1543016,27.93707354,39.37797032,NA,NA,32.48978182,Park/Green Space,Natural_vegetation
317,2022,12,1,34.85482508,11.90651467,11.10831257,NA,NA,19.28988411,Park/Green Space,Maintained_lawn
318,2022,12,2,13.76898624,11.37437994,30.99684826,NA,NA,18.71340481,Park/Green Space,Maintained_lawn
319,2022,12,3,14.10157045,17.42741254,13.30336835,NA,NA,14.94411711,Park/Green Space,Maintained_lawn
320,2022,13,1,NA,NA,NA,NA,NA,NA,Residential,Maintained_lawn
321,2022,13,2,NA,NA,NA,NA,NA,NA,Residential,Maintained_lawn
322,2022,13,3,NA,NA,NA,NA,NA,NA,Residential,Maintained_lawn
323,2022,14,1,NA,NA,NA,NA,NA,NA,Park/Green Space,Unmanaged_Turfgrass
324,2022,14,2,NA,NA,NA,NA,NA,NA,Park/Green Space,Unmanaged_Turfgrass
325,2022,14,3,NA,NA,NA,NA,NA,NA,Park/Green Space,Unmanaged_Turfgrass
326,2022,15,1,NA,NA,NA,NA,NA,NA,Park/Green Space,Maintained_lawn
327,2022,15,2,NA,NA,NA,NA,NA,NA,Park/Green Space,Maintained_lawn
328,2022,15,3,NA,NA,NA,NA,NA,NA,Park/Green Space,Maintained_lawn
329,2022,16,1,NA,NA,NA,NA,NA,NA,Park/Green Space,Maintained_lawn
330,2022,16,2,NA,NA,NA,NA,NA,NA,Park/Green Space,Maintained_lawn
331,2022,16,3,NA,NA,NA,NA,NA,NA,Park/Green Space,Maintained_lawn
332,2022,17,1,NA,NA,NA,NA,NA,NA,Park/Green Space,Natural_vegetation
333,2022,17,2,NA,NA,NA,NA,NA,NA,Park/Green Space,Natural_vegetation
334,2022,17,3,NA,NA,NA,NA,NA,NA,Park/Green Space,Natural_vegetation
335,2022,18,1,9.644942054,12.80449204,14.89977255,NA,NA,12.44973555,Park/Green Space,Natural_vegetation
336,2022,18,2,6.252583125,1.89572999,8.048537852,NA,NA,5.398950322,Park/Green Space,Natural_vegetation
337,2022,18,3,3.39235893,19.42291779,26.07460197,NA,NA,16.29662623,Park/Green Space,Natural_vegetation
338,2022,19,1,5.055279973,3.724943138,5.919998916,NA,NA,4.900074009,Community Garden/Urban Farm,Garden_food_producing_in_ground
339,2022,19,2,12.9042673,3.991010505,3.591909455,NA,NA,6.82906242,Community Garden/Urban Farm,Garden_food_producing_in_ground
340,2022,19,3,7.538575399,8.71370627,6.651684176,NA,NA,7.634655282,Community Garden/Urban Farm,Garden_non_food_producing
341,2022,20,1,26.47370302,16.62921044,26.6067367,NA,NA,23.23655005,Community Garden/Urban Farm,Garden_food_producing_in_ground
342,2022,20,2,16.58994762,7.58291996,5.121796815,NA,NA,9.764888132,Community Garden/Urban Farm,Garden_food_producing_in_ground
343,2022,20,3,30.59774721,15.2988736,14.36763782,NA,NA,20.08808621,Community Garden/Urban Farm,Garden_food_producing_in_ground
344,2022,21,1,14.89977255,3.292583667,6.784717859,NA,NA,8.325691359,Community Garden/Urban Farm,Garden_non_food_producing
345,2022,21,2,3.192808404,33.12538719,24.74426513,NA,NA,20.35415357,Community Garden/Urban Farm,Garden_food_producing_in_ground
346,2022,21,3,28.07010722,5.875654355,2.860224195,NA,NA,12.26866192,Community Garden/Urban Farm,Garden_food_producing_in_ground
347,2022,22,1,15.96404202,8.780223112,3.26955172,NA,NA,9.337938951,Park/Green Space,Natural_vegetation
348,2022,22,2,19.98793979,25.14336618,15.16583992,NA,NA,20.09904863,Park/Green Space,Natural_vegetation
349,2022,22,3,NA,NA,NA,NA,NA,NA,Residential,Maintained_lawn
350,2022,23,1,7.715953644,36.45122928,19.15685043,NA,NA,21.10801112,Residential,Garden_food_producing_in_ground
351,2022,23,2,19.99879398,25.14336618,15.16583992,NA,NA,20.10266669,Residential,Maintained_lawn
352,2022,23,3,27.93707354,15.43190729,23.14786093,NA,NA,22.17228059,Park/Green Space,Maintained_lawn
353,2022,24,1,8.514155745,3.857976822,4.789212606,NA,NA,5.720448391,Park/Green Space,Maintained_lawn
354,2022,24,2,6.186066283,8.913256795,5.986515758,NA,NA,7.028612945,Park/Green Space,Maintained_lawn
355,2022,24,3,7.649436802,15.74231922,7.316852593,NA,NA,10.23620287,Park/Green Space,Maintained_lawn
356,2022,25,1,21.55145673,17.29437886,21.01932199,NA,NA,19.95505253,Park/Green Space,Maintained_lawn
357,2022,25,2,15.43190729,17.43190729,7.18381891,NA,NA,13.34921116,Park/Green Space,Unmanaged_Turfgrass
358,2022,25,3,4.190561031,58.82206013,18.09258096,NA,NA,27.03506737,Park/Green Space,Maintained_lawn
359,2022,26,1,10.90876221,9.046290479,11.57393047,NA,NA,10.50966105,Park/Green Space,Maintained_lawn
360,2022,26,2,10.90876205,9.046290476,11.57393047,NA,NA,10.509661,Park/Green Space,Maintained_lawn
361,2022,26,3,16.49617676,5.055279973,8.780223112,NA,NA,10.11055995,Park/Green Space,Maintained_lawn
362,2022,27,1,4.057527347,5.254830499,3.25932546,NA,NA,4.190561102,Park/Green Space,Maintained_lawn
363,2022,27,2,7.054566984,26.87280407,4.605064559,NA,NA,12.8441452,Park/Green Space,Maintained_lawn
364,2022,27,3,7.449886277,7.982021011,13.08034295,NA,NA,9.504083413,Park/Green Space,Maintained_lawn
365,2022,28,1,26.20763565,7.926590309,15.69797465,NA,NA,16.61073354,Park/Green Space,Maintained_lawn
366,2022,28,2,9.445391529,17.42741254,13.30336835,NA,NA,13.39205747,Park/Green Space,Maintained_lawn
367,2022,28,3,8.115054694,2.66067367,12.37213257,NA,NA,7.715953645,Park/Green Space,Maintained_lawn
368,2022,29,1,8.377298294,9.929749668,8.381122061,NA,NA,8.896056674,Park/Green Space,Maintained_lawn
369,2022,29,2,2.96681545,3.086377056,4.188649147,NA,NA,3.413947218,Park/Green Space,Maintained_lawn
370,2022,29,3,5.454381024,10.11055995,6.119549441,NA,NA,7.228163472,Park/Green Space,Maintained_lawn
371,2022,30,1,9.84449258,10.64269468,8.780223112,NA,NA,9.755803457,Park/Green Space,Maintained_lawn
372,2022,31,1,16.4606563,19.13293229,9.578425213,NA,NA,15.05733793,Park/Green Space,Unmanaged_Turfgrass
373,2022,31,2,9.977526263,12.50516625,6.385616808,NA,NA,9.622769774,Park/Green Space,Natural_vegetation
374,2022,32,1,6.175819915,6.613656548,5.454381024,NA,NA,6.081285829,Park/Green Space,Maintained_lawn
375,2022,32,2,6.385616808,7.982021001,5.853482074,NA,NA,6.740373294,Park/Green Space,Maintained_lawn
376,2022,32,3,9.179324162,13.83550309,6.252583125,NA,NA,9.755803459,Residential,Natural_vegetation
377,2022,33,1,21.01932199,19.95505253,11.17482941,NA,NA,17.38306798,Residential,Garden_food_producing_raised_beds
378,2022,33,2,6.252583125,6.319099967,10.11055995,NA,NA,7.560747681,Residential,Unmanaged_Turfgrass
379,2022,34,1,11.83999783,11.97303152,10.24359363,NA,NA,11.35220766,Community Garden/Urban Farm,Maintained_lawn
380,2022,34,2,15.96404202,12.23909888,12.1060652,NA,NA,13.43640203,Community Garden/Urban Farm,Maintained_lawn
381,2022,35,1,21.15235568,12.77123362,13.17033467,NA,NA,15.69797466,Park/Green Space,Natural_vegetation
382,2022,35,2,8.115055694,20.08808621,14.23460414,NA,NA,14.14591535,Park/Green Space,Natural_vegetation
383,2022,35,3,7.848987327,15.56494097,14.10157045,NA,NA,12.50516625,Park/Green Space,Natural_vegetation
384,2022,36,1,26.20763565,3.632835244,18.62471569,NA,NA,16.15506219,Residential,Maintained_lawn
385,2022,36,2,39.43698904,20.62022094,19.95505253,NA,NA,26.67075417,Residential,Maintained_lawn
386,2022,36,3,10.509661,25.40943355,NA,NA,NA,17.95954728,Residential,Maintained_lawn
387,2022,37,1,12.63819993,6.917751543,17.88475518,NA,NA,12.48023555,Residential,Maintained_lawn
388,2022,37,2,9.77114589,5.720448391,9.534080652,NA,NA,8.341891644,Residential,Maintained_lawn
389,2022,37,3,7.58291996,7.31685293,8.115054694,NA,NA,7.671609195,Residential,Maintained_lawn
390,2022,38,1,9.423219249,29.53347774,2.328089461,NA,NA,13.76159548,Community Garden/Urban Farm,Garden_food_producing_in_ground
391,2022,38,2,14.76673887,13.56943572,13.43640203,NA,NA,13.92419221,Community Garden/Urban Farm,Garden_food_producing_in_ground
392,2022,38,3,13.43640203,10.09120901,9.046290479,NA,NA,10.85796717,Community Garden/Urban Farm,Garden_food_producing_raised_beds
393,2022,39,1,22.88179356,36.4681336,40.26981987,NA,NA,33.20658234,Community Garden/Urban Farm,Garden_food_producing_in_ground
394,2022,39,2,49.48853027,33.25842088,NA,NA,NA,41.37347558,Community Garden/Urban Farm,Garden_food_producing_in_ground
395,2022,40,1,8.70223112,5.764792952,13.52509116,NA,NA,9.330705077,Community Garden/Urban Farm,Garden_food_producing_in_ground
396,2022,40,2,NA,NA,NA,NA,NA,NA,Community Garden/Urban Farm,Garden_food_producing_in_ground
397,2022,40,3,16.0970757,26.6067367,16.49617676,NA,NA,19.73332972,Community Garden/Urban Farm,Garden_food_producing_in_ground
